text,Date,user_id_str
rt AT_USER wild week ahead - what to expect $ ci $ abx $ spy $ abx $ sso $ isrg $ slw $ amzn $ ibm tradeideas hedging watchlevels - - htt …,Mon Feb 10 17:33:22 +0000 2014,1628053099
"$ amzn now , allow amazon's ` flow ` to make shopping list from your iphone cam URL",Mon Feb 10 04:25:34 +0000 2014,1175266028
rt AT_USER how cool is this new $ amzn app ? URL via AT_USER URL,Mon Feb 10 15:18:21 +0000 2014,112467587
rt AT_USER high performance daytrading free trial now URL $ amzn $ spy,Mon Feb 10 02:05:56 +0000 2014,2275009585
couple of stocks to watch $ amzn $ cafi $ lts $ ge view now URL,Sun Feb 09 23:03:14 +0000 2014,2319976035
its breaktout time on $ amzn $ vmc $ crs $ isrg try this URL,Tue Feb 11 16:16:33 +0000 2014,2251959565
AT_USER AT_USER timely insight by george packer ! only 17 years after $ amzn launch .,Tue Feb 11 14:12:47 +0000 2014,22919451
why investors want the retail sector back on track URL $ rth $ xrt $ wmt $ amzn $ hd $ cvs $ wag $ low $ cost $ tjx $ tgt $ nke,Tue Feb 11 17:23:09 +0000 2014,15599095
$ amzn price at the top of the channel on the 30 min intra-day chart . URL,Tue Feb 11 21:26:45 +0000 2014,2234758370
shoud you sell $ xray $ lpth $ hiw $ amzn visit URL,Tue Feb 11 10:36:09 +0000 2014,2331949118
"$ rax down from 57 % from peak because you can't make money in the could . fortunately for $ amzn , shareholders don't care about making money .",Tue Feb 11 14:35:02 +0000 2014,294588244
"if gundlach thinks $ cmg pe of 50 baffles the mind , whats $ amzn pe of 500 do for him ?",Wed Feb 12 16:56:29 +0000 2014,392739061
AT_USER way to go ! here is why URL you are leading your $ amzn $ exc 84dca takethisbet,Wed Feb 12 21:55:24 +0000 2014,1921249669
$ amzn barnes & noble should have stuck to its knitting URL,Wed Feb 12 20:28:50 +0000 2014,1849605206
rt AT_USER trades produce 100 % same day free trial sign up now URL $ amzn $ spy,Wed Feb 12 15:50:05 +0000 2014,2276873251
"$ amzn - amazon to hire 2,500 across u . s . -> URL stock stocks stockaction",Wed Feb 12 16:53:30 +0000 2014,404613701
nothing like a downgrade in a market down day . $ amzn,Wed Feb 12 15:23:02 +0000 2014,191318714
are you buying $ igt $ gxp $ lxk $ amzn wallstreet URL,Wed Feb 12 18:40:45 +0000 2014,2321221973
stocks to buy $ amcx $ im $ dis $ amzn singedinvestor URL,Wed Feb 12 07:11:01 +0000 2014,2290555067
$ amzn amazon falls ; ubs says hold on prime survey ; piper reviews january dat ... URL,Thu Feb 13 07:33:37 +0000 2014,1849605206
trades produce 100 % same day get free 1 week alerts URL $ amzn $ spy,Thu Feb 13 02:30:11 +0000 2014,2275032247
venezuela : the last days of private enterprise URL via AT_USER venezuelanbonds $ gm $ pg $ hlf $ meli $ amzn $ aapl $ tm,Thu Feb 13 22:27:19 +0000 2014,2279669899
best stock newsletter on $ ipgp $ rlgy $ bll $ amzn stock URL,Thu Feb 13 08:13:45 +0000 2014,2327057515
get great research on stocks $ mhk $ hun $ mchp $ amzn check out URL,Thu Feb 13 13:16:33 +0000 2014,2261486058
watch : are wal-mart and target close to accepting bitcoin payments ? URL $ wmt $ tgt $ xlp $ xrt $ amzn,Fri Feb 14 15:52:13 +0000 2014,32511724
should you buy $ msft $ penn $ ndsn $ amzn worth a look URL,Fri Feb 14 05:06:44 +0000 2014,2307216890
"AT_USER $ twtr ben struck is "" musing on markets "" and should not be interpreted as advice . his twitter header . $ twtr $ amzn",Fri Feb 14 13:36:51 +0000 2014,177233283
rt AT_USER triple digit returns from daytrades free alerts for a week try now URL $ amzn $ spy,Fri Feb 14 13:40:46 +0000 2014,2275318226
